ID_VMP_NM;VMP_NM;VERSION;DATE_FROM;DATE_TO
3496;Linagliptin 2.5mg / Metformin 1g tablets;1;2018-11-07;2018-11-07
3497;Linagliptin 2.5mg / Metformin 850mg tablets;1;2018-11-07;2018-11-07
3498;Linagliptin 5mg tablets;1;2018-11-07;2018-11-07
3499;Linezolid 100mg/5ml oral suspension;1;2018-11-07;2018-11-07
3500;Linezolid 600mg tablets;1;2018-11-07;2018-11-07
3501;Linezolid 600mg/300ml infusion bags;1;2018-11-07;2018-11-07
3502;Linseed oil 1g capsules;1;2018-11-07;2018-11-07
3503;Liothyronine 20microgram tablets;1;2018-11-07;2018-11-07
3504;Liquid paraffin / Magnesium hydroxide oral emulsion sugar free;1;2018-11-07;2018-11-07
3505;Liquid paraffin 11% cream;1;2018-11-07;2018-11-07
3506;Liquid paraffin 65% / Acetylated wool alcohols 5% bath oil;1;2018-11-07;2018-11-07
3507;Liquid paraffin 65% bath additive;1;2018-11-07;2018-11-07
3508;Liquid paraffin light 37.8% / Isopropyl myristate 13% bath additive;1;2018-11-07;2018-11-07
3509;Liquid paraffin light 46% / Isopropyl myristate 39% bath emollient;1;2018-11-07;2018-11-07
3510;Liquid paraffin light 63.4% bath additive;1;2018-11-07;2018-11-07
3511;Liquid paraffin light 70% gel;1;2018-11-07;2018-11-07
3512;Liquid paraffin light 82.8% bath additive;1;2018-11-07;2018-11-07
3513;Liquid paraffin light 85.09% bath oil;1;2018-11-07;2018-11-07
3514;Liquid paraffin light liquid;1;2018-11-07;2018-11-07
3515;Liquorice liquid extract;1;2018-11-07;2018-11-07
3516;Liraglutide 6mg/ml solution for injection 3ml pre-filled disposable devices;1;2018-11-07;2018-11-07
3517;Lisdexamfetamine 20mg capsules;1;2018-11-07;2018-11-07
3518;Lisdexamfetamine 30mg capsules;1;2018-11-07;2018-11-07
3519;Lisdexamfetamine 40mg capsules;1;2018-11-07;2018-11-07
3520;Lisdexamfetamine 50mg capsules;1;2018-11-07;2018-11-07
3521;Lisdexamfetamine 60mg capsules;1;2018-11-07;2018-11-07
3522;Lisdexamfetamine 70mg capsules;1;2018-11-07;2018-11-07
3523;Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets;1;2018-11-07;2018-11-07
3524;Lisinopril 10mg tablets;1;2018-11-07;2018-11-07
3525;Lisinopril 2.5mg tablets;1;2018-11-07;2018-11-07
3526;Lisinopril 20mg / Hydrochlorothiazide 12.5mg tablets;1;2018-11-07;2018-11-07
3527;Lisinopril 20mg tablets;1;2018-11-07;2018-11-07
3528;Lisinopril 5mg tablets;1;2018-11-07;2018-11-07
3529;Lisinopril 5mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
3530;Lithium carbonate 200mg modified-release tablets;1;2018-11-07;2018-11-07
3531;Lithium carbonate 250mg tablets;1;2018-11-07;2018-11-07
3532;Lithium carbonate 400mg modified-release tablets;1;2018-11-07;2018-11-07
3533;Lithium carbonate 450mg modified-release tablets;1;2018-11-07;2018-11-07
3534;Lithium citrate 1.018g/5ml oral solution;1;2018-11-07;2018-11-07
3535;Lithium citrate 509mg/5ml oral solution;1;2018-11-07;2018-11-07
3536;Lithium citrate 520mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
3537;Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices;1;2018-11-07;2018-11-07
3538;Lixisenatide 10micrograms/0.2ml solution for injection 3ml pre-filled disposable devices and Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices;1;2018-11-07;2018-11-07
3539;Lixisenatide 20micrograms/0.2ml solution for injection 3ml pre-filled disposable devices;1;2018-11-07;2018-11-07
3540;Lodoxamide 0.1% eye drops;1;2018-11-07;2018-11-07
3541;Lofepramine 70mg tablets;1;2018-11-07;2018-11-07
3542;Lofepramine 70mg/5ml oral suspension sugar free;1;2018-11-07;2018-11-07
3543;Lofexidine 200microgram tablets;1;2018-11-07;2018-11-07
3544;Loperamide 1mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
3545;Loperamide 2mg / Simeticone 125mg tablets;1;2018-11-07;2018-11-07
3546;Loperamide 2mg capsules;1;2018-11-07;2018-11-07
3547;Loperamide 2mg orodispersible tablets sugar free;1;2018-11-07;2018-11-07
3548;Loperamide 2mg tablets;1;2018-11-07;2018-11-07
3549;Lopinavir 200mg / Ritonavir 50mg tablets;1;2018-11-07;2018-11-07
3550;Loprazolam 1mg tablets;1;2018-11-07;2018-11-07
3551;Loratadine 10mg oral lyophilisates sugar free;1;2018-11-07;2018-11-07
3552;Loratadine 10mg tablets;1;2018-11-07;2018-11-07
3553;Loratadine 5mg/5ml oral solution;1;2018-11-07;2018-11-07
3554;Lorazepam 1mg tablets;1;2018-11-07;2018-11-07
3555;Lorazepam 1mg/ml oral solution sugar free;1;2018-11-07;2018-11-07
3556;Lorazepam 2.5mg tablets;1;2018-11-07;2018-11-07
3557;Lorazepam 4mg/1ml solution for injection ampoules;1;2018-11-07;2018-11-07
3558;Lormetazepam 1mg tablets;1;2018-11-07;2018-11-07
3559;Lormetazepam 500microgram tablets;1;2018-11-07;2018-11-07
3560;Losartan 100mg / Hydrochlorothiazide 12.5mg tablets;1;2018-11-07;2018-11-07
3561;Losartan 100mg / Hydrochlorothiazide 25mg tablets;1;2018-11-07;2018-11-07
3562;Losartan 100mg tablets;1;2018-11-07;2018-11-07
3563;Losartan 12.5mg tablets;1;2018-11-07;2018-11-07
3564;Losartan 2.5mg/ml oral suspension sugar free;1;2018-11-07;2018-11-07
3565;Losartan 25mg tablets;1;2018-11-07;2018-11-07
3566;Losartan 50mg / Hydrochlorothiazide 12.5mg tablets;1;2018-11-07;2018-11-07
3567;Losartan 50mg tablets;1;2018-11-07;2018-11-07
3568;Loteprednol 0.5% eye drops;1;2018-11-07;2018-11-07
3569;Low friction products;1;2018-11-07;2018-11-07
3570;Low protein biscuits;1;2018-11-07;2018-11-07
3571;Low protein bread;1;2018-11-07;2018-11-07
3572;Low protein breakfast cereal;1;2018-11-07;2018-11-07
3573;Low protein cake;1;2018-11-07;2018-11-07
3574;Low protein egg replacer;1;2018-11-07;2018-11-07
3575;Low protein egg white replacer;1;2018-11-07;2018-11-07
3576;Low protein flour;1;2018-11-07;2018-11-07
3577;Low protein gluten free biscuits;1;2018-11-07;2018-11-07
3578;Low protein gluten free bread;1;2018-11-07;2018-11-07
3579;Low protein gluten free burger mix;1;2018-11-07;2018-11-07
3580;Low protein gluten free egg replacer;1;2018-11-07;2018-11-07
3581;Low protein gluten free mix;1;2018-11-07;2018-11-07
3582;Low protein gluten free pasta;1;2018-11-07;2018-11-07
3583;Low protein gluten free rice;1;2018-11-07;2018-11-07
3584;Low protein mix;1;2018-11-07;2018-11-07
3585;Low protein pasta;1;2018-11-07;2018-11-07
3586;Low protein rice;1;2018-11-07;2018-11-07
3587;Lubiprostone 24microgram capsules;1;2018-11-07;2018-11-07
3588;Lubricant gels;1;2018-11-07;2018-11-07
3589;Lurasidone 18.5mg tablets;1;2018-11-07;2018-11-07
3590;Lurasidone 37mg tablets;1;2018-11-07;2018-11-07
3591;Lurasidone 74mg tablets;1;2018-11-07;2018-11-07
3592;Lutropin alfa 75unit powder and solvent for solution for injection vials;1;2018-11-07;2018-11-07
3593;Lymecycline 408mg capsules;1;2018-11-07;2018-11-07
3594;Lymphoedema garments;1;2018-11-07;2018-11-07
3595;Lymphoedema garments accessories;1;2018-11-07;2018-11-07
3596;Lymphoedema garments adjustable ankle/foot wrap/piece;1;2018-11-07;2018-11-07
3597;Lymphoedema garments adjustable armsleeve with gauntlet;1;2018-11-07;2018-11-07
3598;Lymphoedema garments adjustable calf wrap/piece;1;2018-11-07;2018-11-07
3599;Lymphoedema garments adjustable hand wrap/piece;1;2018-11-07;2018-11-07
3600;Lymphoedema garments adjustable knee wrap/piece;1;2018-11-07;2018-11-07
3601;Lymphoedema garments adjustable legpiece;1;2018-11-07;2018-11-07
3602;Lymphoedema garments adjustable sleeve wrap/piece;1;2018-11-07;2018-11-07
3603;Lymphoedema garments adjustable thigh wrap/piece;1;2018-11-07;2018-11-07
3604;Lymphoedema garments armsleeve;1;2018-11-07;2018-11-07
3605;Lymphoedema garments armsleeve with elbow pocket;1;2018-11-07;2018-11-07
3606;Lymphoedema garments armsleeve with hand;1;2018-11-07;2018-11-07
3607;Lymphoedema garments armsleeve with hand and top/band/border;1;2018-11-07;2018-11-07
3608;Lymphoedema garments armsleeve with hand, shoulder cap and belt;1;2018-11-07;2018-11-07
3609;Lymphoedema garments armsleeve with mitten;1;2018-11-07;2018-11-07
3610;Lymphoedema garments armsleeve with shoulder and strap;1;2018-11-07;2018-11-07
3611;Lymphoedema garments armsleeve with shoulder cap;1;2018-11-07;2018-11-07
3612;Lymphoedema garments armsleeve with shoulder cap and hand;1;2018-11-07;2018-11-07
3613;Lymphoedema garments armsleeve with silicone top/band/border;1;2018-11-07;2018-11-07
3614;Lymphoedema garments armsleeve with silicone top/band/border and mitten;1;2018-11-07;2018-11-07
3615;Lymphoedema garments armsleeve with top/band/border;1;2018-11-07;2018-11-07
3616;Lymphoedema garments armsleeve with top/band/border and elbow pocket;1;2018-11-07;2018-11-07
3617;Lymphoedema garments armsleeve with top/band/border and mitten;1;2018-11-07;2018-11-07
3618;Lymphoedema garments armsleeve with top/band/border, mitten and elbow pocket;1;2018-11-07;2018-11-07
3619;Lymphoedema garments armsleeve without hand, shoulder cap and belt;1;2018-11-07;2018-11-07
3620;Lymphoedema garments below knee closed toe;1;2018-11-07;2018-11-07
3621;Lymphoedema garments below knee closed toe sock;1;2018-11-07;2018-11-07
3622;Lymphoedema garments below knee closed toe with silicone top/band/border;1;2018-11-07;2018-11-07
3623;Lymphoedema garments below knee closed toe with top/band/border;1;2018-11-07;2018-11-07
3624;Lymphoedema garments below knee open toe;1;2018-11-07;2018-11-07
3625;Lymphoedema garments below knee open toe with silicone top/band/border;1;2018-11-07;2018-11-07
3626;Lymphoedema garments gauntlet;1;2018-11-07;2018-11-07
3627;Lymphoedema garments glove;1;2018-11-07;2018-11-07
3628;Lymphoedema garments made to measure armsleeve;1;2018-11-07;2018-11-07
3629;Lymphoedema garments made to measure armsleeve to axilla with gauntlet;1;2018-11-07;2018-11-07
3630;Lymphoedema garments made to measure armsleeve with bra strap;1;2018-11-07;2018-11-07
3631;Lymphoedema garments made to measure armsleeve with elbow pocket;1;2018-11-07;2018-11-07
3632;Lymphoedema garments made to measure armsleeve with gauntlet;1;2018-11-07;2018-11-07
3633;Lymphoedema garments made to measure armsleeve with gauntlet and shoulder flap;1;2018-11-07;2018-11-07
3634;Lymphoedema garments made to measure armsleeve with glove;1;2018-11-07;2018-11-07
3635;Lymphoedema garments made to measure armsleeve with mitten;1;2018-11-07;2018-11-07
3636;Lymphoedema garments made to measure armsleeve with shoulder attachment;1;2018-11-07;2018-11-07
3637;Lymphoedema garments made to measure armsleeve with top/band/border;1;2018-11-07;2018-11-07
3638;Lymphoedema garments made to measure armsleeve with top/band/border and elbow pocket;1;2018-11-07;2018-11-07
3639;Lymphoedema garments made to measure armsleeve with top/band/border and mitten;1;2018-11-07;2018-11-07
3640;Lymphoedema garments made to measure armsleeve with top/band/border, mitten and elbow pocket;1;2018-11-07;2018-11-07
3641;Lymphoedema garments made to measure below knee closed toe;1;2018-11-07;2018-11-07
3642;Lymphoedema garments made to measure below knee closed toe with silicone top/band/border;1;2018-11-07;2018-11-07
3643;Lymphoedema garments made to measure below knee footless;1;2018-11-07;2018-11-07
3644;Lymphoedema garments made to measure below knee open toe;1;2018-11-07;2018-11-07
3645;Lymphoedema garments made to measure below knee open toe with silicone top/band/border;1;2018-11-07;2018-11-07
3646;Lymphoedema garments made to measure body bandage;1;2018-11-07;2018-11-07
3647;Lymphoedema garments made to measure foot cap;1;2018-11-07;2018-11-07
3648;Lymphoedema garments made to measure foot glove;1;2018-11-07;2018-11-07
3649;Lymphoedema garments made to measure foot with open toe;1;2018-11-07;2018-11-07
3650;Lymphoedema garments made to measure gauntlet;1;2018-11-07;2018-11-07
3651;Lymphoedema garments made to measure glove;1;2018-11-07;2018-11-07
3652;Lymphoedema garments made to measure handpiece;1;2018-11-07;2018-11-07
3653;Lymphoedema garments made to measure pants/leggings/shorts;1;2018-11-07;2018-11-07
3654;Lymphoedema garments made to measure panty closed crotch;1;2018-11-07;2018-11-07
3655;Lymphoedema garments made to measure panty girdle;1;2018-11-07;2018-11-07
3656;Lymphoedema garments made to measure panty open crotch;1;2018-11-07;2018-11-07
3657;Lymphoedema garments made to measure thigh length closed toe;1;2018-11-07;2018-11-07
3658;Lymphoedema garments made to measure thigh length closed toe with silicone top/band/border;1;2018-11-07;2018-11-07
3659;Lymphoedema garments made to measure thigh length closed toe with top/band/border;1;2018-11-07;2018-11-07
3660;Lymphoedema garments made to measure thigh length closed toe with waist/hip attachment;1;2018-11-07;2018-11-07
3661;Lymphoedema garments made to measure thigh length footless;1;2018-11-07;2018-11-07
3662;Lymphoedema garments made to measure thigh length open toe;1;2018-11-07;2018-11-07
3663;Lymphoedema garments made to measure thigh length open toe with silicone top/band/border;1;2018-11-07;2018-11-07
3664;Lymphoedema garments made to measure thigh length open toe with top/band/border;1;2018-11-07;2018-11-07
3665;Lymphoedema garments made to measure thigh length open toe with waist/hip attachment;1;2018-11-07;2018-11-07
3666;Lymphoedema garments made to measure tights/panty;1;2018-11-07;2018-11-07
3667;Lymphoedema garments made to measure tights/panty closed toe;1;2018-11-07;2018-11-07
3668;Lymphoedema garments made to measure tights/panty open toe;1;2018-11-07;2018-11-07
3669;Lymphoedema garments made to measure toe cap;1;2018-11-07;2018-11-07
3670;Lymphoedema garments pouch;1;2018-11-07;2018-11-07
3671;Lymphoedema garments thigh length closed toe;1;2018-11-07;2018-11-07
3672;Lymphoedema garments thigh length closed toe with silicone top/band/border;1;2018-11-07;2018-11-07
3673;Lymphoedema garments thigh length closed toe with top/band/border;1;2018-11-07;2018-11-07
3674;Lymphoedema garments thigh length closed toe with waist/hip attachment;1;2018-11-07;2018-11-07
3675;Lymphoedema garments thigh length open toe;1;2018-11-07;2018-11-07
3676;Lymphoedema garments thigh length open toe with silicone top/band/border;1;2018-11-07;2018-11-07
3677;Lymphoedema garments thigh length open toe with top/band/border;1;2018-11-07;2018-11-07
3678;Lymphoedema garments thigh length open toe with waist/hip attachment;1;2018-11-07;2018-11-07
3679;Lymphoedema garments tights/panty closed toe;1;2018-11-07;2018-11-07
3680;Lymphoedema garments tights/panty open toe;1;2018-11-07;2018-11-07
3681;Lymphoedema garments toe cap;1;2018-11-07;2018-11-07
3682;MSUD Maxamum powder;1;2018-11-07;2018-11-07
3683;Macrogol 3350 oral powder 8.5g sachets sugar free;1;2018-11-07;2018-11-07
3684;Macrogol 4000 10g oral powder sachets sugar free;1;2018-11-07;2018-11-07
3685;Macrogol compound half-strength oral powder sachets NPF sugar free;1;2018-11-07;2018-11-07
3686;Macrogol compound oral liquid 25ml sachets NPF sugar free;1;2018-11-07;2018-11-07
3687;Macrogol compound oral liquid NPF sugar free;1;2018-11-07;2018-11-07
3688;Macrogol compound oral powder sachets NPF sugar free;1;2018-11-07;2018-11-07
3689;Magnesium aspartate (magnesium 10mmol) granules sachets;1;2018-11-07;2018-11-07
3690;Magnesium aspartate (magnesium 10mmol) oral powder sachets;1;2018-11-07;2018-11-07
3691;Magnesium carbonate heavy 500mg capsules;1;2018-11-07;2018-11-07
3692;Magnesium citrate 150mg tablets;1;2018-11-07;2018-11-07
3693;Magnesium citrate 200mg tablets;1;2018-11-07;2018-11-07
3694;Magnesium glycerophosphate (magnesium 121.25mg/5ml (5mmol/5ml)) oral solution;1;2018-11-07;2018-11-07
3695;Magnesium glycerophosphate (magnesium 121.25mg/5ml (5mmol/5ml)) oral solution sugar free;1;2018-11-07;2018-11-07
3696;Magnesium glycerophosphate (magnesium 48.6mg (2mmol)) capsules;1;2018-11-07;2018-11-07
3697;Magnesium glycerophosphate (magnesium 97.2mg (4mmol)) capsules;1;2018-11-07;2018-11-07
3698;Magnesium glycerophosphate (magnesium 97.2mg (4mmol)) chewable tablets;1;2018-11-07;2018-11-07
3699;Magnesium glycerophosphate (magnesium 97.2mg (4mmol)) chewable tablets sugar free;1;2018-11-07;2018-11-07
3700;Magnesium glycerophosphate (magnesium 97.2mg (4mmol)) tablets;1;2018-11-07;2018-11-07
3701;Magnesium hydroxide 415mg/5ml oral suspension sugar free;1;2018-11-07;2018-11-07
3702;Magnesium hydroxide 7.45-8.35% oral suspension BP;1;2018-11-07;2018-11-07
3703;Magnesium hydroxide 8% oral suspension;1;2018-11-07;2018-11-07
3704;Magnesium hydroxide oral suspension;1;2018-11-07;2018-11-07
3705;Magnesium oxide 100mg capsules;1;2018-11-07;2018-11-07
3706;Magnesium oxide 160mg capsules;1;2018-11-07;2018-11-07
3707;Magnesium sulfate 50% (magnesium 2mmol/ml) solution for injection 10ml ampoules;1;2018-11-07;2018-11-07
3708;Magnesium sulfate 50% (magnesium 2mmol/ml) solution for injection 2ml ampoules;1;2018-11-07;2018-11-07
3709;Magnesium sulfate 50% (magnesium 2mmol/ml) solution for injection 5ml ampoules;1;2018-11-07;2018-11-07
3710;Magnesium sulfate paste;1;2018-11-07;2018-11-07
3711;Magnesium sulfate powder;1;2018-11-07;2018-11-07
3712;Magnesium trisilicate compound tablets;1;2018-11-07;2018-11-07
3713;Magnesium trisilicate oral suspension;1;2018-11-07;2018-11-07
3714;Malathion 0.5% aqueous liquid;1;2018-11-07;2018-11-07
3715;Measles, Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml pre-filled syringes;1;2018-11-07;2018-11-07
3716;Measles, Mumps and Rubella vaccine (live) powder and solvent for solution for injection 0.5ml vials;1;2018-11-07;2018-11-07
3717;Measles, Mumps and Rubella vaccine (live) powder and solvent for suspension for injection 0.5ml pre-filled syringes;1;2018-11-07;2018-11-07
3718;Mebendazole 100mg chewable tablets sugar free;1;2018-11-07;2018-11-07
3719;Mebendazole 100mg/5ml oral suspension;1;2018-11-07;2018-11-07
3720;Mebeverine 135mg tablets;1;2018-11-07;2018-11-07
3721;Mebeverine 200mg modified-release capsules;1;2018-11-07;2018-11-07
3722;Mebeverine 50mg/5ml oral suspension sugar free;1;2018-11-07;2018-11-07
3723;Mecysteine 100mg gastro-resistant tablets;1;2018-11-07;2018-11-07
3724;Medium chain triglycerides oil liquid;1;2018-11-07;2018-11-07
3725;Medroxyprogesterone 100mg tablets;1;2018-11-07;2018-11-07
3726;Medroxyprogesterone 104mg/0.65ml suspension for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3727;Medroxyprogesterone 10mg tablets;1;2018-11-07;2018-11-07
3728;Medroxyprogesterone 150mg/1ml suspension for injection pre-filled syringes;1;2018-11-07;2018-11-07
3729;Medroxyprogesterone 2.5mg tablets;1;2018-11-07;2018-11-07
3730;Medroxyprogesterone 200mg tablets;1;2018-11-07;2018-11-07
3731;Medroxyprogesterone 400mg tablets;1;2018-11-07;2018-11-07
3732;Medroxyprogesterone 5mg tablets;1;2018-11-07;2018-11-07
3733;Mefenamic acid 250mg capsules;1;2018-11-07;2018-11-07
3734;Mefenamic acid 500mg tablets;1;2018-11-07;2018-11-07
3735;Mefenamic acid 50mg/5ml oral suspension;1;2018-11-07;2018-11-07
3736;Mefloquine 250mg tablets;1;2018-11-07;2018-11-07
3737;Megestrol 160mg tablets;1;2018-11-07;2018-11-07
3738;Melatonin 2mg modified-release tablets;1;2018-11-07;2018-11-07
3739;Meloxicam 15mg tablets;1;2018-11-07;2018-11-07
3740;Meloxicam 7.5mg tablets;1;2018-11-07;2018-11-07
3741;Melphalan 2mg tablets;1;2018-11-07;2018-11-07
3742;Memantine 10mg orodispersible tablets sugar free;1;2018-11-07;2018-11-07
3743;Memantine 10mg soluble tablets sugar free;1;2018-11-07;2018-11-07
3744;Memantine 10mg tablets;1;2018-11-07;2018-11-07
3745;Memantine 10mg/ml oral solution sugar free;1;2018-11-07;2018-11-07
3746;Memantine 20mg orodispersible tablets sugar free;1;2018-11-07;2018-11-07
3747;Memantine 20mg soluble tablets sugar free;1;2018-11-07;2018-11-07
3748;Memantine 20mg tablets;1;2018-11-07;2018-11-07
3749;Memantine 5mg/10mg/15mg/20mg tablets treatment initiation pack;1;2018-11-07;2018-11-07
3750;Menadiol 10mg tablets;1;2018-11-07;2018-11-07
3751;Meningococcal group B vaccine (rDNA, component, adsorbed) suspension for injection 0.5ml pre-filled syringes;1;2018-11-07;2018-11-07
3752;Meningococcal oligosaccharide A, C, W135 and Y vaccine powder and solvent for solution for injection 0.5ml vials;1;2018-11-07;2018-11-07
3753;Meningococcal polysaccharide A, C, W135 and Y vaccine powder and solvent for solution for injection 0.5ml pre-filled syringes;1;2018-11-07;2018-11-07
3754;Meningococcal polysaccharide A, C, W135 and Y vaccine powder and solvent for solution for injection 0.5ml vials;1;2018-11-07;2018-11-07
3755;Menotrophin 150unit powder and solvent for solution for injection vials;1;2018-11-07;2018-11-07
3756;Menotrophin 75unit powder and solvent for solution for injection vials;1;2018-11-07;2018-11-07
3757;Menthol 0.5% in Aqueous cream;1;2018-11-07;2018-11-07
3758;Menthol 1% in Aqueous cream;1;2018-11-07;2018-11-07
3759;Menthol 2% gel;1;2018-11-07;2018-11-07
3760;Menthol 2% in Aqueous cream;1;2018-11-07;2018-11-07
3761;Menthol 5% in Aqueous cream;1;2018-11-07;2018-11-07
3762;Menthol and Eucalyptus inhalation;1;2018-11-07;2018-11-07
3763;Menthol crystals;1;2018-11-07;2018-11-07
3764;Meprobamate 400mg tablets;1;2018-11-07;2018-11-07
3765;Meptazinol 100mg/1ml solution for injection ampoules;1;2018-11-07;2018-11-07
3766;Meptazinol 200mg tablets;1;2018-11-07;2018-11-07
3767;Mepyramine 2% cream;1;2018-11-07;2018-11-07
3768;Mercaptamine 150mg capsules;1;2018-11-07;2018-11-07
3769;Mercaptamine 3.8mg/ml eye drops;1;2018-11-07;2018-11-07
3770;Mercaptamine 50mg capsules;1;2018-11-07;2018-11-07
3771;Mercaptopurine 20mg/ml oral suspension;1;2018-11-07;2018-11-07
3772;Mercaptopurine 50mg tablets;1;2018-11-07;2018-11-07
3773;Meropenem 1g powder for solution for injection vials;1;2018-11-07;2018-11-07
3774;Meropenem 500mg powder for solution for injection vials;1;2018-11-07;2018-11-07
3775;Mesalazine 1.2g gastro-resistant modified-release tablets;1;2018-11-07;2018-11-07
3776;Mesalazine 1.5g gastro-resistant modified-release granules sachets sugar free;1;2018-11-07;2018-11-07
3777;Mesalazine 1g gastro-resistant modified-release granules sachets sugar free;1;2018-11-07;2018-11-07
3778;Mesalazine 1g modified-release granules sachets sugar free;1;2018-11-07;2018-11-07
3779;Mesalazine 1g modified-release tablets;1;2018-11-07;2018-11-07
3780;Mesalazine 1g suppositories;1;2018-11-07;2018-11-07
3781;Mesalazine 1g/100ml enema;1;2018-11-07;2018-11-07
3782;Mesalazine 1g/application foam enema;1;2018-11-07;2018-11-07
3783;Mesalazine 250mg gastro-resistant tablets;1;2018-11-07;2018-11-07
3784;Mesalazine 250mg suppositories;1;2018-11-07;2018-11-07
3785;Mesalazine 2g modified-release granules sachets sugar free;1;2018-11-07;2018-11-07
3786;Mesalazine 2g/59ml enema;1;2018-11-07;2018-11-07
3787;Mesalazine 3g gastro-resistant modified-release granules sachets sugar free;1;2018-11-07;2018-11-07
3788;Mesalazine 400mg gastro-resistant tablets;1;2018-11-07;2018-11-07
3789;Mesalazine 4g modified-release granules sachets sugar free;1;2018-11-07;2018-11-07
3790;Mesalazine 500mg gastro-resistant modified-release granules sachets sugar free;1;2018-11-07;2018-11-07
3791;Mesalazine 500mg gastro-resistant tablets;1;2018-11-07;2018-11-07
3792;Mesalazine 500mg modified-release tablets;1;2018-11-07;2018-11-07
3793;Mesalazine 500mg suppositories;1;2018-11-07;2018-11-07
3794;Mesalazine 800mg gastro-resistant tablets;1;2018-11-07;2018-11-07
3795;Mesterolone 25mg tablets;1;2018-11-07;2018-11-07
3796;Mestranol 50microgram / Norethisterone 1mg tablets;1;2018-11-07;2018-11-07
3797;Metformin 1g / Sitagliptin 50mg tablets;1;2018-11-07;2018-11-07
3798;Metformin 1g modified-release tablets;1;2018-11-07;2018-11-07
3799;Metformin 1g oral powder sachets sugar free;1;2018-11-07;2018-11-07
3800;Metformin 1g/5ml oral solution sugar free;1;2018-11-07;2018-11-07
3801;Metformin 500mg modified-release tablets;1;2018-11-07;2018-11-07
3802;Metformin 500mg oral powder sachets sugar free;1;2018-11-07;2018-11-07
3803;Metformin 500mg tablets;1;2018-11-07;2018-11-07
3804;Metformin 500mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
3805;Metformin 750mg modified-release tablets;1;2018-11-07;2018-11-07
3806;Metformin 850mg tablets;1;2018-11-07;2018-11-07
3807;Metformin 850mg/5ml oral solution sugar free;1;2018-11-07;2018-11-07
3808;Methadone 10mg/1ml solution for injection ampoules;1;2018-11-07;2018-11-07
3809;Methadone 10mg/ml oral solution sugar free;1;2018-11-07;2018-11-07
3810;Methadone 1mg/ml oral solution;1;2018-11-07;2018-11-07
3811;Methadone 1mg/ml oral solution sugar free;1;2018-11-07;2018-11-07
3812;Methadone 20mg/2ml solution for injection ampoules;1;2018-11-07;2018-11-07
3813;Methadone 35mg/3.5ml solution for injection ampoules;1;2018-11-07;2018-11-07
3814;Methadone 50mg/5ml solution for injection ampoules;1;2018-11-07;2018-11-07
3815;Methadone 5mg tablets;1;2018-11-07;2018-11-07
3816;Methenamine hippurate 1g tablets;1;2018-11-07;2018-11-07
3817;Methocarbamol 750mg tablets;1;2018-11-07;2018-11-07
3818;Methotrexate 10mg tablets;1;2018-11-07;2018-11-07
3819;Methotrexate 10mg/0.2ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3820;Methotrexate 10mg/0.4ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3821;Methotrexate 10mg/0.4ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
3822;Methotrexate 12.5mg/0.25ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3823;Methotrexate 12.5mg/0.5ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3824;Methotrexate 12.5mg/0.5ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
3825;Methotrexate 15mg/0.3ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3826;Methotrexate 15mg/0.6ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3827;Methotrexate 15mg/0.6ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
3828;Methotrexate 17.5mg/0.35ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3829;Methotrexate 17.5mg/0.7ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3830;Methotrexate 17.5mg/0.7ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
3831;Methotrexate 2.5mg tablets;1;2018-11-07;2018-11-07
3832;Methotrexate 20mg/0.4ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3833;Methotrexate 20mg/0.8ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3834;Methotrexate 20mg/0.8ml solution for injection pre-filled syringes;1;2018-11-07;2018-11-07
3835;Methotrexate 22.5mg/0.45ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3836;Methotrexate 22.5mg/0.9ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3837;Methotrexate 25mg/0.5ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
3838;Methotrexate 25mg/1ml solution for injection pre-filled disposable devices;1;2018-11-07;2018-11-07
