ID_AMP_NM;AMP_NM;BNF_CODE;PRESENTATION;STRENGTH;VERSION;DATE_FROM;DATE_TO
17170;Mediven Mondi MTM class 1 (18-21mmHg) below knee open toe lymphoedema garment;;Medi UK Ltd;Class 1 (18-21mmHg),, DTMK1, Caramel;1;2018-11-09;2018-11-09
17171;Mediven Mondi MTM class 1 (18-21mmHg) thigh length open toe lymphoedema garment;;Medi UK Ltd;Class 1 (18-21mmHg), , DTMT1, Black;1;2018-11-09;2018-11-09
17172;Mediven Mondi MTM class 1 (18-21mmHg) thigh length open toe lymphoedema garment;;Medi UK Ltd;Class 1 (18-21mmHg),, DTMT1, Caramel;1;2018-11-09;2018-11-09
17173;Mediven Mondi MTM class 1 (18-21mmHg) thigh length open toe lymphoedema garment;;THIGH LENGTH;DTMT1;1;2018-11-09;2018-11-09
17174;Mediven Mondi MTM class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment;;Medi UK Ltd;Class 1 (18-21mmHg), , DTMW1, Black;1;2018-11-09;2018-11-09
17175;Mediven Mondi MTM class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment;;Medi UK Ltd;Class 1 (18-21mmHg),, DTMW1, Caramel;1;2018-11-09;2018-11-09
17176;Mediven Mondi MTM class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment;;T/L WITH W/A;DTMW1;1;2018-11-09;2018-11-09
17177;Mediven Mondi MTM class 2 (23-32mmHg) below knee open toe lymphoedema garment;;BELOW KNEE;DTMK2;1;2018-11-09;2018-11-09
17178;Mediven Mondi MTM class 2 (23-32mmHg) below knee open toe lymphoedema garment;;Medi UK Ltd;Class 2 (23-32mmHg), , DTMK2, Black;1;2018-11-09;2018-11-09
17179;Mediven Mondi MTM class 2 (23-32mmHg) below knee open toe lymphoedema garment;;Medi UK Ltd;Class 2 (23-32mmHg),, DTMK2, Caramel;1;2018-11-09;2018-11-09
17180;Mediven Mondi MTM class 2 (23-32mmHg) one-legged panty open toe lymphoedema garment;;Medi UK Ltd;Class 2 (23-32mmHg), , DTMOP2;1;2018-11-09;2018-11-09
17181;Mediven Mondi MTM class 2 (23-32mmHg) thigh length open toe lymphoedema garment;;Medi UK Ltd;Class 2 (23-32mmHg), , DTMT2, Black;1;2018-11-09;2018-11-09
17182;Mediven Mondi MTM class 2 (23-32mmHg) thigh length open toe lymphoedema garment;;Medi UK Ltd;Class 2 (23-32mmHg),, DTMT2, Caramel;1;2018-11-09;2018-11-09
17183;Mediven Mondi MTM class 2 (23-32mmHg) thigh length open toe lymphoedema garment;;THIGH LENGTH;DTMT2;1;2018-11-09;2018-11-09
17184;Mediven Mondi MTM class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment;;Medi UK Ltd;Class 2 (23-32mmHg), , DTMW2, Black;1;2018-11-09;2018-11-09
17185;Mediven Mondi MTM class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment;;Medi UK Ltd;Class 2 (23-32mmHg),, DTMW2, Caramel;1;2018-11-09;2018-11-09
17186;Mediven Mondi MTM class 2 (23-32mmHg) thigh length open toe with waist attachment lymphoedema garment;;T/L WITH W/A;DTMW2;1;2018-11-09;2018-11-09
17187;Mediven Mondi MTM class 2 (23-32mmHg) tights open toe lymphoedema garment;;Medi UK Ltd;Class 2 (23-32mmHg), , DTMTG2;1;2018-11-09;2018-11-09
17188;Mediven Mondi MTM class 2 (23-32mmHg) tights open toe lymphoedema garment;;TIGHTS;DTMTG2;1;2018-11-09;2018-11-09
17189;Mediven Mondi MTM class 3 (34-46mmHg) below knee open toe lymphoedema garment;;BELOW KNEE;DTMK3;1;2018-11-09;2018-11-09
17190;Mediven Mondi MTM class 3 (34-46mmHg) below knee open toe lymphoedema garment;;Medi UK Ltd;Class 3 (34-46mmHg), , DTMK3, Black;1;2018-11-09;2018-11-09
17191;Mediven Mondi MTM class 3 (34-46mmHg) below knee open toe lymphoedema garment;;Medi UK Ltd;Class 3 (34-46mmHg),, DTMK3, Caramel;1;2018-11-09;2018-11-09
17192;Mediven Mondi MTM class 3 (34-46mmHg) thigh length open toe lymphoedema garment;;Medi UK Ltd;Class 3 (34-46mmHg), , DTMT3, Black;1;2018-11-09;2018-11-09
17193;Mediven Mondi MTM class 3 (34-46mmHg) thigh length open toe lymphoedema garment;;Medi UK Ltd;Class 3 (34-46mmHg),, DTMT3, Caramel;1;2018-11-09;2018-11-09
17194;Mediven Mondi MTM class 3 (34-46mmHg) thigh length open toe lymphoedema garment;;THIGH LENGTH;DTMT3;1;2018-11-09;2018-11-09
17195;Mediven Mondi MTM class 3 (34-46mmHg) thigh length open toe with waist attachment lymphoedema garment;;Medi UK Ltd;Class 3 (34-46mmHg), , DTMW3, Black;1;2018-11-09;2018-11-09
17196;Mediven Mondi MTM class 3 (34-46mmHg) thigh length open toe with waist attachment lymphoedema garment;;T/L WITH W/A;DTMW3;1;2018-11-09;2018-11-09
17197;Mediven Mondi MTM class 3 (34-46mmHg) tights open toe lymphoedema garment;;Medi UK Ltd;Class 3 (34-46mmHg), , DTMTG3;1;2018-11-09;2018-11-09
17198;Mediven Mondi MTM class 3 (34-46mmHg) tights open toe lymphoedema garment;;TIGHTS;DTMTG3;1;2018-11-09;2018-11-09
17199;Mediven Mondi MTM closed toe for lymphoedema garment;;CLOSED TOE;DTTOE;1;2018-11-09;2018-11-09
17200;Mediven Mondi MTM closed toe for lymphoedema garment;;Medi UK Ltd;, DTTOE, Black;1;2018-11-09;2018-11-09
17201;Mediven Mondi MTM closed toe for lymphoedema garment;;Medi UK Ltd;, DTTOE, Caramel;1;2018-11-09;2018-11-09
17202;Mediven Mondi MTM silicone topband for lymphoedema garment lower extremities;;Medi UK Ltd;lower extremities , DTTB, Black;1;2018-11-09;2018-11-09
17203;Mediven Mondi MTM silicone topband for lymphoedema garment lower extremities;;Medi UK Ltd;lower extremities, DTTB, Caramel;1;2018-11-09;2018-11-09
17204;Mediven Mondi MTM silicone topband for lymphoedema garment lower extremities;;SILICONE T/BAND;DTTB;1;2018-11-09;2018-11-09
17205;Mediven Mondi MTM zip for lymphoedema garment lower extremities;;Medi UK Ltd;lower extremities , DTZIP, Black;1;2018-11-09;2018-11-09
17206;Mediven Mondi MTM zip for lymphoedema garment lower extremities;;Medi UK Ltd;lower extremities, DTZIP, Caramel;1;2018-11-09;2018-11-09
17207;Mediven Mondi MTM zip for lymphoedema garment lower extremities;;ZIP;DTZIP;1;2018-11-09;2018-11-09
17208;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size I;;B/K OPN TOE PET;EXT WIDE;1;2018-11-09;2018-11-09
17209;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size I;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size I , Beige;1;2018-11-09;2018-11-09
17210;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size II;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size II, Beige;1;2018-11-09;2018-11-09
17211;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size II;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size II, Black;1;2018-11-09;2018-11-09
17212;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size III;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size III, Black;1;2018-11-09;2018-11-09
17213;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size IV;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size IV, Beige;1;2018-11-09;2018-11-09
17214;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size V;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size V, Beige;1;2018-11-09;2018-11-09
17215;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size VI;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size VI, Beige;1;2018-11-09;2018-11-09
17216;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size VI;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size VI, Black;1;2018-11-09;2018-11-09
17217;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide petite size VII;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size VII, Beige;1;2018-11-09;2018-11-09
17218;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide size I;;B/K OPN TOE;EXT WIDE;1;2018-11-09;2018-11-09
17219;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide size I;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size I , Beige;1;2018-11-09;2018-11-09
17220;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide size II;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size II, Black;1;2018-11-09;2018-11-09
17221;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide size III;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size III, Beige;1;2018-11-09;2018-11-09
17222;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide size III;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size III, Black;1;2018-11-09;2018-11-09
17223;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide size IV;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size IV, Beige;1;2018-11-09;2018-11-09
17224;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment extra wide size VI;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size VI, Black;1;2018-11-09;2018-11-09
17225;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size I;;B/K OPN TOE;PETITE;1;2018-11-09;2018-11-09
17226;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size I;;Medi UK Ltd;Class 1 (18-21mmHg), petite size I , Beige;1;2018-11-09;2018-11-09
17227;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size I;;Medi UK Ltd;Class 1 (18-21mmHg), petite size I, Black;1;2018-11-09;2018-11-09
17228;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size III;;Medi UK Ltd;Class 1 (18-21mmHg), petite size III, Beige;1;2018-11-09;2018-11-09
17229;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size IV;;Medi UK Ltd;Class 1 (18-21mmHg), petite size IV, Beige;1;2018-11-09;2018-11-09
17230;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size IV;;Medi UK Ltd;Class 1 (18-21mmHg), petite size IV, Black;1;2018-11-09;2018-11-09
17231;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size VI;;Medi UK Ltd;Class 1 (18-21mmHg), petite size VI, Beige;1;2018-11-09;2018-11-09
17232;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size VI;;Medi UK Ltd;Class 1 (18-21mmHg), petite size VI, Black;1;2018-11-09;2018-11-09
17233;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment petite size VII;;Medi UK Ltd;Class 1 (18-21mmHg), petite size VII, Beige;1;2018-11-09;2018-11-09
17234;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size I;;B/K OPN TOE;;1;2018-11-09;2018-11-09
17235;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size I;;Medi UK Ltd;Class 1 (18-21mmHg), size I , Black;1;2018-11-09;2018-11-09
17236;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size I;;Medi UK Ltd;Class 1 (18-21mmHg), size I, Beige;1;2018-11-09;2018-11-09
17237;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size II;;Medi UK Ltd;Class 1 (18-21mmHg), size II, Beige;1;2018-11-09;2018-11-09
17238;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size III;;Medi UK Ltd;Class 1 (18-21mmHg), size III, Beige;1;2018-11-09;2018-11-09
17239;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size III;;Medi UK Ltd;Class 1 (18-21mmHg), size III, Black;1;2018-11-09;2018-11-09
17240;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size IV;;Medi UK Ltd;Class 1 (18-21mmHg), size IV, Beige;1;2018-11-09;2018-11-09
17241;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size IV;;Medi UK Ltd;Class 1 (18-21mmHg), size IV, Black;1;2018-11-09;2018-11-09
17242;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size V;;Medi UK Ltd;Class 1 (18-21mmHg), size V, Beige;1;2018-11-09;2018-11-09
17243;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size VI;;Medi UK Ltd;Class 1 (18-21mmHg), size VI, Beige;1;2018-11-09;2018-11-09
17244;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size VI;;Medi UK Ltd;Class 1 (18-21mmHg), size VI, Black;1;2018-11-09;2018-11-09
17245;Mediven Plus class 1 (18-21mmHg) below knee open toe lymphoedema garment size VII;;Medi UK Ltd;Class 1 (18-21mmHg), size VII, Beige;1;2018-11-09;2018-11-09
17246;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide petite size III;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size III, Beige;1;2018-11-09;2018-11-09
17247;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide petite size IV;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size IV, Beige;1;2018-11-09;2018-11-09
17248;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide petite size V;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size V, Beige;1;2018-11-09;2018-11-09
17249;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide petite size VI;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size VI, Beige;1;2018-11-09;2018-11-09
17250;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide petite size VII;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide petite size VII , Beige;1;2018-11-09;2018-11-09
17251;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide petite size VII;;T/L E/W O/T S/T;PET I-VII;1;2018-11-09;2018-11-09
17252;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide size I;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size I , Beige;1;2018-11-09;2018-11-09
17253;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide size I;;T/L E/W O/T S/T;I-VII;1;2018-11-09;2018-11-09
17254;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide size III;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size III, Beige;1;2018-11-09;2018-11-09
17255;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide size IV;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size IV, Beige;1;2018-11-09;2018-11-09
17256;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide size V;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size V, Beige;1;2018-11-09;2018-11-09
17257;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide size VI;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size VI, Beige;1;2018-11-09;2018-11-09
17258;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment extra wide size VII;;Medi UK Ltd;Class 1 (18-21mmHg), extra wide size VII, Beige;1;2018-11-09;2018-11-09
17259;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment petite size I;;Medi UK Ltd;Class 1 (18-21mmHg), petite size I , Beige;1;2018-11-09;2018-11-09
17260;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment petite size I;;T/L SILI TOP OP;PETITE;1;2018-11-09;2018-11-09
17261;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment petite size III;;Medi UK Ltd;Class 1 (18-21mmHg), petite size III, Beige;1;2018-11-09;2018-11-09
17262;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment petite size V;;Medi UK Ltd;Class 1 (18-21mmHg), petite size V, Black;1;2018-11-09;2018-11-09
17263;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment petite size VI;;Medi UK Ltd;Class 1 (18-21mmHg), petite size VI, Beige;1;2018-11-09;2018-11-09
17264;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment petite size VI;;Medi UK Ltd;Class 1 (18-21mmHg), petite size VI, Black;1;2018-11-09;2018-11-09
17265;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size I;;Medi UK Ltd;Class 1 (18-21mmHg), size I , Beige;1;2018-11-09;2018-11-09
17266;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size I;;T/L SILI TOP OP;;1;2018-11-09;2018-11-09
17267;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size II;;Medi UK Ltd;Class 1 (18-21mmHg), size II, Beige;1;2018-11-09;2018-11-09
17268;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size III;;Medi UK Ltd;Class 1 (18-21mmHg), size III, Beige;1;2018-11-09;2018-11-09
17269;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size III;;Medi UK Ltd;Class 1 (18-21mmHg), size III, Black;1;2018-11-09;2018-11-09
17270;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size IV;;Medi UK Ltd;Class 1 (18-21mmHg), size IV, Beige;1;2018-11-09;2018-11-09
17271;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size IV;;Medi UK Ltd;Class 1 (18-21mmHg), size IV, Black;1;2018-11-09;2018-11-09
17272;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size V;;Medi UK Ltd;Class 1 (18-21mmHg), size V, Beige;1;2018-11-09;2018-11-09
17273;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size V;;Medi UK Ltd;Class 1 (18-21mmHg), size V, Black;1;2018-11-09;2018-11-09
17274;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size VII;;Medi UK Ltd;Class 1 (18-21mmHg), size VII, Beige;1;2018-11-09;2018-11-09
17275;Mediven Plus class 1 (18-21mmHg) thigh length open toe with silicone top band lymphoedema garment size VII;;Medi UK Ltd;Class 1 (18-21mmHg), size VII, Black;1;2018-11-09;2018-11-09
17276;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment left petite size I;;Medi UK Ltd;Class 1 (18-21mmHg), left petite size I , Beige;1;2018-11-09;2018-11-09
17277;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment left petite size I;;T/L PW/A L O/T;I-VII;1;2018-11-09;2018-11-09
17278;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment left petite size II;;Medi UK Ltd;Class 1 (18-21mmHg), left petite size II, Beige;1;2018-11-09;2018-11-09
17279;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment left petite size VII;;Medi UK Ltd;Class 1 (18-21mmHg), left petite size VII, Black;1;2018-11-09;2018-11-09
17280;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment left size I;;Medi UK Ltd;Class 1 (18-21mmHg), left size I , Beige;1;2018-11-09;2018-11-09
17281;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment left size III;;Medi UK Ltd;Class 1 (18-21mmHg), left size III, Beige;1;2018-11-09;2018-11-09
17282;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right petite size IV;;Medi UK Ltd;Class 1 (18-21mmHg), right petite size IV, Beige;1;2018-11-09;2018-11-09
17283;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right petite size VI;;Medi UK Ltd;Class 1 (18-21mmHg), right petite size VI, Black;1;2018-11-09;2018-11-09
17284;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right size I;;Medi UK Ltd;Class 1 (18-21mmHg), right size I , Beige;1;2018-11-09;2018-11-09
17285;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right size I;;T/L W/A R O/T;I-VII;1;2018-11-09;2018-11-09
17286;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right size III;;Medi UK Ltd;Class 1 (18-21mmHg), right size III, Beige;1;2018-11-09;2018-11-09
17287;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right size IV;;Medi UK Ltd;Class 1 (18-21mmHg), right size IV, Beige;1;2018-11-09;2018-11-09
17288;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right size IV;;Medi UK Ltd;Class 1 (18-21mmHg), right size IV, Black;1;2018-11-09;2018-11-09
17289;Mediven Plus class 1 (18-21mmHg) thigh length open toe with waist attachment lymphoedema garment right size V;;Medi UK Ltd;Class 1 (18-21mmHg), right size V, Beige;1;2018-11-09;2018-11-09
17290;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size I;;B/K OPN TOE PET;EXT WIDE;1;2018-11-09;2018-11-09
17291;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size I;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide petite size I , Beige;1;2018-11-09;2018-11-09
17292;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size II;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide petite size II, Beige;1;2018-11-09;2018-11-09
17293;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size IV;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide petite size IV, Beige;1;2018-11-09;2018-11-09
17294;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size V;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide petite size V, Beige;1;2018-11-09;2018-11-09
17295;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size VI;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide petite size VI, Beige;1;2018-11-09;2018-11-09
17296;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size VII;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide petite size VII, Beige;1;2018-11-09;2018-11-09
17297;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide petite size VII;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide petite size VII, Black;1;2018-11-09;2018-11-09
17298;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size III;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide size III, Beige;1;2018-11-09;2018-11-09
17299;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size IV;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide size IV, Beige;1;2018-11-09;2018-11-09
17300;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size V;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide size V, Beige;1;2018-11-09;2018-11-09
17301;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size V;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide size V, Black;1;2018-11-09;2018-11-09
17302;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VII;;B/K O/T E/WIDE;;1;2018-11-09;2018-11-09
17303;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VII;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide size VII , Black;1;2018-11-09;2018-11-09
17304;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment extra wide size VII;;Medi UK Ltd;Class 2 (23-32mmHg), extra wide size VII, Beige;1;2018-11-09;2018-11-09
17305;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size I;;Medi UK Ltd;Class 2 (23-32mmHg), petite size I, Beige;1;2018-11-09;2018-11-09
17306;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size II;;Medi UK Ltd;Class 2 (23-32mmHg), petite size II, Beige;1;2018-11-09;2018-11-09
17307;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size III;;Medi UK Ltd;Class 2 (23-32mmHg), petite size III, Beige;1;2018-11-09;2018-11-09
17308;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size III;;Medi UK Ltd;Class 2 (23-32mmHg), petite size III, Black;1;2018-11-09;2018-11-09
17309;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size IV;;B/K OPN TOE;PETITE;1;2018-11-09;2018-11-09
17310;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size IV;;Medi UK Ltd;Class 2 (23-32mmHg), petite size IV , Black;1;2018-11-09;2018-11-09
17311;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size IV;;Medi UK Ltd;Class 2 (23-32mmHg), petite size IV, Beige;1;2018-11-09;2018-11-09
17312;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size V;;Medi UK Ltd;Class 2 (23-32mmHg), petite size V, Beige;1;2018-11-09;2018-11-09
17313;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VI;;Medi UK Ltd;Class 2 (23-32mmHg), petite size VI, Black;1;2018-11-09;2018-11-09
17314;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VII;;Medi UK Ltd;Class 2 (23-32mmHg), petite size VII, Beige;1;2018-11-09;2018-11-09
17315;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment petite size VII;;Medi UK Ltd;Class 2 (23-32mmHg), petite size VII, Black;1;2018-11-09;2018-11-09
17316;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size II;;Medi UK Ltd;Class 2 (23-32mmHg), size II, Beige;1;2018-11-09;2018-11-09
17317;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size III;;Medi UK Ltd;Class 2 (23-32mmHg), size III, Beige;1;2018-11-09;2018-11-09
17318;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size IV;;Medi UK Ltd;Class 2 (23-32mmHg), size IV, Beige;1;2018-11-09;2018-11-09
17319;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size IV;;Medi UK Ltd;Class 2 (23-32mmHg), size IV, Black;1;2018-11-09;2018-11-09
17320;Mediven Plus class 2 (23-32mmHg) below knee open toe lymphoedema garment size V;;B/K OPN TOE;;1;2018-11-09;2018-11-09
