VMP_NM|DATE_FROM|DATE_TO|VERSION
Glycerol liquid|2018-11-07|2018-11-07|1
Glyceryl trinitrate 0.4% rectal ointment|2018-11-07|2018-11-07|1
Glyceryl trinitrate 10mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Glyceryl trinitrate 15mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Glyceryl trinitrate 2% ointment|2018-11-07|2018-11-07|1
Glyceryl trinitrate 2mg modified-release buccal tablets sugar free|2018-11-07|2018-11-07|1
Glyceryl trinitrate 300microgram sublingual tablets|2018-11-07|2018-11-07|1
Glyceryl trinitrate 3mg modified-release buccal tablets sugar free|2018-11-07|2018-11-07|1
Glyceryl trinitrate 400micrograms/dose aerosol sublingual spray|2018-11-07|2018-11-07|1
Glyceryl trinitrate 400micrograms/dose pump sublingual spray|2018-11-07|2018-11-07|1
Glyceryl trinitrate 500microgram sublingual tablets|2018-11-07|2018-11-07|1
Glyceryl trinitrate 5mg modified-release buccal tablets sugar free|2018-11-07|2018-11-07|1
Glyceryl trinitrate 5mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Glycopyrronium bromide 1mg tablets|2018-11-07|2018-11-07|1
Glycopyrronium bromide 1mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Glycopyrronium bromide 200micrograms/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Glycopyrronium bromide 2mg tablets|2018-11-07|2018-11-07|1
Glycopyrronium bromide 400micrograms/ml oral solution sugar free|2018-11-07|2018-11-07|1
Glycopyrronium bromide 55microgram inhalation powder capsules with device|2018-11-07|2018-11-07|1
Goserelin 10.8mg implant pre-filled syringes|2018-11-07|2018-11-07|1
Goserelin 3.6mg implant pre-filled syringes|2018-11-07|2018-11-07|1
Granisetron 1mg tablets|2018-11-07|2018-11-07|1
Granisetron 1mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Granisetron 2mg tablets|2018-11-07|2018-11-07|1
Granisetron 3.1mg/24hours transdermal patches|2018-11-07|2018-11-07|1
Granisetron 3mg/3ml solution for injection ampoules|2018-11-07|2018-11-07|1
Griseofulvin 1% spray|2018-11-07|2018-11-07|1
Griseofulvin 125mg tablets|2018-11-07|2018-11-07|1
Griseofulvin 500mg tablets|2018-11-07|2018-11-07|1
Guaifenesin 100mg/5ml / Levomenthol 1.1mg/5ml oral solution|2018-11-07|2018-11-07|1
Guaifenesin 100mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Guaifenesin 66.67mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Guanfacine 1mg modified-release tablets|2018-11-07|2018-11-07|1
Guanfacine 2mg modified-release tablets|2018-11-07|2018-11-07|1
Guanfacine 3mg modified-release tablets|2018-11-07|2018-11-07|1
Guanfacine 4mg modified-release tablets|2018-11-07|2018-11-07|1
HCU-LV oral powder 27.8g sachets|2018-11-07|2018-11-07|1
Haemophilus type b / Meningococcal C conjugate vaccine powder and solvent for solution for injection 0.5ml vials|2018-11-07|2018-11-07|1
Halogenated phenols 0.68% / Phenol 0.175% liquid|2018-11-07|2018-11-07|1
Haloperidol 1.5mg tablets|2018-11-07|2018-11-07|1
Haloperidol 10mg tablets|2018-11-07|2018-11-07|1
Haloperidol 10mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Haloperidol 20mg tablets|2018-11-07|2018-11-07|1
Haloperidol 500microgram capsules|2018-11-07|2018-11-07|1
Haloperidol 500microgram tablets|2018-11-07|2018-11-07|1
Haloperidol 5mg tablets|2018-11-07|2018-11-07|1
Haloperidol 5mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Haloperidol 5mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Haloperidol decanoate 100mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Haloperidol decanoate 50mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hamamelis water|2018-11-07|2018-11-07|1
Hamamelis water 12.5% / Naphazoline 0.01% eye drops|2018-11-07|2018-11-07|1
Hamamelis water 13% eye drops|2018-11-07|2018-11-07|1
Hamamelis water 50% gel|2018-11-07|2018-11-07|1
Head lice device|2018-11-07|2018-11-07|1
Heparin sodium 1,000units/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Heparin sodium 10,000units/10ml solution for injection ampoules|2018-11-07|2018-11-07|1
Heparin sodium 20,000units/20ml solution for injection ampoules|2018-11-07|2018-11-07|1
Heparin sodium 200units/2ml patency solution ampoules|2018-11-07|2018-11-07|1
Heparin sodium 25,000units/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Heparin sodium 25,000units/5ml solution for injection ampoules|2018-11-07|2018-11-07|1
Heparin sodium 5,000units/0.2ml solution for injection ampoules|2018-11-07|2018-11-07|1
Heparin sodium 5,000units/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Heparin sodium 5,000units/5ml solution for injection ampoules|2018-11-07|2018-11-07|1
Heparin sodium 50units/5ml patency solution ampoules|2018-11-07|2018-11-07|1
Heparinoid 0.3% cream|2018-11-07|2018-11-07|1
Heparinoid 0.3% gel|2018-11-07|2018-11-07|1
Hepatitis A (inactivated) / Hepatitis B (rDNA) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis A (inactivated) / Hepatitis B (rDNA) vaccine (adsorbed) suspension for injection 1ml pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis A (inactivated) / Hepatitis B (rDNA) vaccine (adsorbed) suspension for injection 1ml vials|2018-11-07|2018-11-07|1
Hepatitis A GBM strain (adsorbed) / Typhoid polysaccharide vaccine suspension for injection 1ml pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis A HM175 strain (adsorbed) / Typhoid polysaccharide vaccine suspension for injection 1ml pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis A vaccine (inactivated, adsorbed) suspension for injection 0.5ml pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis A vaccine (inactivated, adsorbed) suspension for injection 0.5ml vials|2018-11-07|2018-11-07|1
Hepatitis A vaccine (inactivated, adsorbed) suspension for injection 1ml pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis A vaccine (inactivated, adsorbed) suspension for injection 1ml vials|2018-11-07|2018-11-07|1
Hepatitis B (rDNA) 10micrograms/0.5ml vaccine suspension for injection pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis B (rDNA) 10micrograms/1ml vaccine suspension for injection pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis B (rDNA) 20micrograms/0.5ml vaccine suspension for injection pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis B (rDNA) 20micrograms/1ml vaccine suspension for injection pre-filled syringes|2018-11-07|2018-11-07|1
Hepatitis B (rDNA) 20micrograms/1ml vaccine suspension for injection vials|2018-11-07|2018-11-07|1
Hepatitis B (rDNA) 40micrograms/1ml vaccine suspension for injection vials|2018-11-07|2018-11-07|1
Hepatitis B (rDNA) 5micrograms/0.5ml vaccine suspension for injection pre-filled syringes|2018-11-07|2018-11-07|1
Herbal liquid|2018-11-07|2018-11-07|1
Herbal tablets|2018-11-07|2018-11-07|1
Hernia support garments|2018-11-07|2018-11-07|1
Hexetidine 0.1% mouthwash sugar free|2018-11-07|2018-11-07|1
Hexylresorcinol 2.4mg lozenges|2018-11-07|2018-11-07|1
High compression V.E.C. bandage 10cm x 3m|2018-11-07|2018-11-07|1
High compression V.E.C. bandage 7.5cm x 3m|2018-11-07|2018-11-07|1
High compression bandage 10cm x 3m|2018-11-07|2018-11-07|1
Honey dressing sterile|2018-11-07|2018-11-07|1
Honey impregnated gauze dressing 10cm x 10cm|2018-11-07|2018-11-07|1
Honey impregnated gauze dressing 10cm x 20cm|2018-11-07|2018-11-07|1
Honey impregnated gauze dressing 5cm x 5cm|2018-11-07|2018-11-07|1
Human papillomavirus (type 16, 18) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes|2018-11-07|2018-11-07|1
Human papillomavirus (type 6, 11, 16, 18) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes|2018-11-07|2018-11-07|1
Human papillomavirus (type 6, 11, 16, 18, 31, 33, 45, 52, 58) vaccine (adsorbed) suspension for injection 0.5ml pre-filled syringes|2018-11-07|2018-11-07|1
Hyaluronidase 1,500unit powder for solution for injection ampoules|2018-11-07|2018-11-07|1
Hydralazine 25mg tablets|2018-11-07|2018-11-07|1
Hydralazine 50mg tablets|2018-11-07|2018-11-07|1
Hydrocolloid dressing semi-permeable sterile with adhesive border 13cm x 15cm oval|2018-11-07|2018-11-07|1
Hydrocolloid dressing semi-permeable sterile with adhesive border 17.1cm x 16.1cm sacral|2018-11-07|2018-11-07|1
Hydrocolloid dressing semi-permeable sterile with non-adhesive border 10cm x 10cm square|2018-11-07|2018-11-07|1
Hydrocolloid dressing semi-permeable sterile with non-adhesive border 15cm x 15cm square|2018-11-07|2018-11-07|1
Hydrocolloid dressing semi-permeable sterile with non-adhesive border 20cm x 20cm square|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile with adhesive border 10cm x 12cm oval|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile without adhesive border 10cm x 10cm square|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile without adhesive border 15cm x 15cm square|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile without adhesive border 3.8cm x 4.4cm|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile without adhesive border 5cm x 10cm rectangular|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile without adhesive border 5cm x 20cm|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile without adhesive border 7.5cm x 7.5cm square|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile without adhesive border 9cm x 25cm rectangular|2018-11-07|2018-11-07|1
Hydrocolloid dressing thin semi-permeable sterile without adhesive border 9cm x 35cm rectangular|2018-11-07|2018-11-07|1
Hydrocortisone 0.1% cream|2018-11-07|2018-11-07|1
Hydrocortisone 0.1% topical emulsion|2018-11-07|2018-11-07|1
Hydrocortisone 0.25% / Crotamiton 10% cream|2018-11-07|2018-11-07|1
Hydrocortisone 0.5% cream|2018-11-07|2018-11-07|1
Hydrocortisone 0.5% ointment|2018-11-07|2018-11-07|1
Hydrocortisone 1% / Clotrimazole 1% cream|2018-11-07|2018-11-07|1
Hydrocortisone 1% / Miconazole 2% cream|2018-11-07|2018-11-07|1
Hydrocortisone 1% / Miconazole 2% ointment|2018-11-07|2018-11-07|1
Hydrocortisone 1% / Pramocaine 1% foam enema|2018-11-07|2018-11-07|1
Hydrocortisone 1% / Urea 10% cream|2018-11-07|2018-11-07|1
Hydrocortisone 1% cream|2018-11-07|2018-11-07|1
Hydrocortisone 1% ointment|2018-11-07|2018-11-07|1
Hydrocortisone 10% foam aerosol enema|2018-11-07|2018-11-07|1
Hydrocortisone 10mg tablets|2018-11-07|2018-11-07|1
Hydrocortisone 2.5% cream|2018-11-07|2018-11-07|1
Hydrocortisone 2.5% ointment|2018-11-07|2018-11-07|1
Hydrocortisone 2.5mg muco-adhesive buccal tablets sugar free|2018-11-07|2018-11-07|1
Hydrocortisone 20mg modified-release tablets|2018-11-07|2018-11-07|1
Hydrocortisone 20mg tablets|2018-11-07|2018-11-07|1
Hydrocortisone 5mg modified-release tablets|2018-11-07|2018-11-07|1
Hydrocortisone acetate 1% / Fusidic acid 2% cream|2018-11-07|2018-11-07|1
Hydrocortisone acetate 1% cream|2018-11-07|2018-11-07|1
Hydrocortisone acetate 25mg/1ml suspension for injection ampoules|2018-11-07|2018-11-07|1
Hydrocortisone butyrate 0.1% cream|2018-11-07|2018-11-07|1
Hydrocortisone butyrate 0.1% ointment|2018-11-07|2018-11-07|1
Hydrocortisone butyrate 0.1% scalp lotion|2018-11-07|2018-11-07|1
Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hydrocortisone sodium succinate 100mg powder and solvent for solution for injection vials|2018-11-07|2018-11-07|1
Hydrocortisone sodium succinate 100mg powder for solution for injection vials|2018-11-07|2018-11-07|1
Hydrogel dressing sterile|2018-11-07|2018-11-07|1
Hydrogel sheet with adhesive border 10cm x 10cm square|2018-11-07|2018-11-07|1
Hydrogel sheet without adhesive border 10cm x 10cm square|2018-11-07|2018-11-07|1
Hydrogel sheet without adhesive border 10cm x 15cm rectangular|2018-11-07|2018-11-07|1
Hydrogel sheet without adhesive border 10cm x 20cm rectangular|2018-11-07|2018-11-07|1
Hydrogel sheet without adhesive border 10cm x 40cm rectangular|2018-11-07|2018-11-07|1
Hydrogel sheet without adhesive border 15cm x 20cm rectangular|2018-11-07|2018-11-07|1
Hydrogel sheet without adhesive border 20cm x 20cm square|2018-11-07|2018-11-07|1
Hydrogel sheet without adhesive border 5cm x 6.5cm rectangular|2018-11-07|2018-11-07|1
Hydrogen peroxide 1% cream|2018-11-07|2018-11-07|1
Hydrogen peroxide 1.5% mouthwash sugar free|2018-11-07|2018-11-07|1
Hydrogen peroxide 6% solution|2018-11-07|2018-11-07|1
Hydromorphone 1.3mg capsules|2018-11-07|2018-11-07|1
Hydromorphone 10mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hydromorphone 16mg modified-release capsules|2018-11-07|2018-11-07|1
Hydromorphone 2.6mg capsules|2018-11-07|2018-11-07|1
Hydromorphone 24mg modified-release capsules|2018-11-07|2018-11-07|1
Hydromorphone 2mg modified-release capsules|2018-11-07|2018-11-07|1
Hydromorphone 2mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hydromorphone 4mg modified-release capsules|2018-11-07|2018-11-07|1
Hydromorphone 8mg modified-release capsules|2018-11-07|2018-11-07|1
Hydrous ointment|2018-11-07|2018-11-07|1
Hydrous wool fat|2018-11-07|2018-11-07|1
Hydroxocobalamin 1mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hydroxycarbamide 100mg tablets|2018-11-07|2018-11-07|1
Hydroxycarbamide 1g tablets|2018-11-07|2018-11-07|1
Hydroxycarbamide 500mg capsules|2018-11-07|2018-11-07|1
Hydroxychloroquine 200mg tablets|2018-11-07|2018-11-07|1
Hydroxyethyl salicylate 6% / Methyl nicotinate 1.6% spray|2018-11-07|2018-11-07|1
Hydroxyzine 10mg tablets|2018-11-07|2018-11-07|1
Hydroxyzine 10mg/5ml oral solution|2018-11-07|2018-11-07|1
Hydroxyzine 25mg tablets|2018-11-07|2018-11-07|1
Hyetellose 0.44% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Hyoscine 1mg/72hours transdermal patches|2018-11-07|2018-11-07|1
Hyoscine butylbromide 10mg tablets|2018-11-07|2018-11-07|1
Hyoscine butylbromide 20mg/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hyoscine hydrobromide 150microgram chewable tablets sugar free|2018-11-07|2018-11-07|1
Hyoscine hydrobromide 150microgram tablets|2018-11-07|2018-11-07|1
Hyoscine hydrobromide 300microgram tablets|2018-11-07|2018-11-07|1
Hyoscine hydrobromide 400micrograms/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hyoscine hydrobromide 600micrograms/1ml solution for injection ampoules|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 12mm safety needle 0.33mm/29gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm needle 0.3mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.25mm/31gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 0.3ml with 8mm safety needle 0.3mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm needle 0.36mm/28gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 12mm safety needle 0.33mm/29gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm needle 0.3mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 0.5ml with 8mm safety needle 0.3mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm needle 0.36mm/28gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 12mm safety needle 0.33mm/29gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm needle 0.3mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic U100 insulin syringe sterile single use / single patient use 1ml with 8mm safety needle 0.3mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 0.5-30 units|2018-11-07|2018-11-07|1
Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-30 units|2018-11-07|2018-11-07|1
Hypodermic insulin injection pen reusable for 3ml cartridge 0.5 unit dial up / range 1-35 units|2018-11-07|2018-11-07|1
Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-21 units|2018-11-07|2018-11-07|1
Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-60 units|2018-11-07|2018-11-07|1
Hypodermic insulin injection pen reusable for 3ml cartridge 1 unit dial up / range 1-80 units|2018-11-07|2018-11-07|1
Hypodermic insulin injection pen reusable for 3ml cartridge 2 unit dial up / range 2-42 units|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/29gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 10mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/28gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 12mm/29gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/31gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32.5gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/32gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 4mm/33gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/31gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 5mm/32gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/31gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32.5gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 6mm/32gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/29gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/30gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/31gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32.5gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors screw on 8mm/32gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 10mm/29gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 12mm/29gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 4mm/32gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 6mm/31gauge|2018-11-07|2018-11-07|1
Hypodermic insulin needles for pre-filled / reusable pen injectors snap on 8mm/31gauge|2018-11-07|2018-11-07|1
Hypodermic needle sterile single use 0.45mm/26gauge 12mm|2018-11-07|2018-11-07|1
Hypodermic needle sterile single use 0.4mm/27gauge 12mm|2018-11-07|2018-11-07|1
Hypodermic needle sterile single use 0.5mm/25gauge 16mm|2018-11-07|2018-11-07|1
Hypromellose 0.3% / Dextran '70' 0.1% eye drops|2018-11-07|2018-11-07|1
Hypromellose 0.3% / Dextran '70' 0.1% eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Hypromellose 0.3% eye drops|2018-11-07|2018-11-07|1
Hypromellose 0.3% eye drops 0.4ml unit dose preservative free|2018-11-07|2018-11-07|1
Hypromellose 0.3% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Hypromellose 0.3% eye drops preservative free|2018-11-07|2018-11-07|1
Hypromellose 0.32% eye drops|2018-11-07|2018-11-07|1
Hypromellose 0.32% eye drops 0.5ml unit dose preservative free|2018-11-07|2018-11-07|1
Hypromellose 0.5% eye drops|2018-11-07|2018-11-07|1
Hypromellose 1% eye drops|2018-11-07|2018-11-07|1
Ibandronic acid 150mg tablets|2018-11-07|2018-11-07|1
Ibandronic acid 3mg/3ml solution for injection pre-filled syringes|2018-11-07|2018-11-07|1
Ibandronic acid 50mg tablets|2018-11-07|2018-11-07|1
Ibuprofen 10% gel|2018-11-07|2018-11-07|1
Ibuprofen 100mg/5ml oral suspension|2018-11-07|2018-11-07|1
Ibuprofen 100mg/5ml oral suspension sugar free|2018-11-07|2018-11-07|1
Ibuprofen 200mg / Codeine 12.8mg tablets|2018-11-07|2018-11-07|1
Ibuprofen 200mg / Pseudoephedrine hydrochloride 30mg tablets|2018-11-07|2018-11-07|1
Ibuprofen 200mg capsules|2018-11-07|2018-11-07|1
Ibuprofen 200mg orodispersible tablets sugar free|2018-11-07|2018-11-07|1
Ibuprofen 200mg tablets|2018-11-07|2018-11-07|1
Ibuprofen 300mg modified-release capsules|2018-11-07|2018-11-07|1
Ibuprofen 400mg capsules|2018-11-07|2018-11-07|1
Ibuprofen 400mg tablets|2018-11-07|2018-11-07|1
Ibuprofen 5% / Levomenthol 3% gel|2018-11-07|2018-11-07|1
Ibuprofen 5% foam|2018-11-07|2018-11-07|1
Ibuprofen 5% gel|2018-11-07|2018-11-07|1
Ibuprofen 5% spray|2018-11-07|2018-11-07|1
Ibuprofen 600mg effervescent granules sachets|2018-11-07|2018-11-07|1
Ibuprofen 600mg tablets|2018-11-07|2018-11-07|1
Ibuprofen 800mg modified-release tablets|2018-11-07|2018-11-07|1
Ibuprofen lysine 200mg tablets|2018-11-07|2018-11-07|1
Ibuprofen lysine 400mg tablets|2018-11-07|2018-11-07|1
Ichthammol liquid|2018-11-07|2018-11-07|1
Idoxuridine 5% topical solution|2018-11-07|2018-11-07|1
Ileostomy bags|2018-11-07|2018-11-07|1
Imatinib 100mg tablets|2018-11-07|2018-11-07|1
Imidapril 10mg tablets|2018-11-07|2018-11-07|1
Imidapril 20mg tablets|2018-11-07|2018-11-07|1
Imidapril 5mg tablets|2018-11-07|2018-11-07|1
Imipenem 500mg / Cilastatin 500mg powder for solution for infusion vials|2018-11-07|2018-11-07|1
Imipramine 10mg tablets|2018-11-07|2018-11-07|1
Imipramine 25mg tablets|2018-11-07|2018-11-07|1
Imipramine 25mg/5ml oral solution sugar free|2018-11-07|2018-11-07|1
Imiquimod 3.75% cream 250mg sachets|2018-11-07|2018-11-07|1
Imiquimod 5% cream 250mg sachets|2018-11-07|2018-11-07|1
Impermeable plastic adhesive tape BP 1988 2.5cm|2018-11-07|2018-11-07|1
Impermeable plastic adhesive tape BP 1988 5cm|2018-11-07|2018-11-07|1
Impermeable plastic adhesive tape BP 1988 7.5cm|2018-11-07|2018-11-07|1
Impermeable plastic synthetic adhesive tape BP 1988 2.5cm|2018-11-07|2018-11-07|1
Impermeable plastic synthetic adhesive tape BP 1988 5cm|2018-11-07|2018-11-07|1
Impermeable plastic synthetic adhesive tape BP 1988 7.5cm|2018-11-07|2018-11-07|1
Incontinence sheath fixing strips and adhesives|2018-11-07|2018-11-07|1
Incontinence sheaths|2018-11-07|2018-11-07|1
Indacaterol 150microgram inhalation powder capsules with device|2018-11-07|2018-11-07|1
Indacaterol 300microgram inhalation powder capsules with device|2018-11-07|2018-11-07|1
Indacaterol 85micrograms/dose / Glycopyrronium bromide 54micrograms/dose inhalation powder capsules with device|2018-11-07|2018-11-07|1
Indapamide 1.5mg modified-release tablets|2018-11-07|2018-11-07|1
Indapamide 2.5mg tablets|2018-11-07|2018-11-07|1
Indinavir 200mg capsules|2018-11-07|2018-11-07|1
Indinavir 400mg capsules|2018-11-07|2018-11-07|1
Indometacin 100mg suppositories|2018-11-07|2018-11-07|1
Indometacin 25mg capsules|2018-11-07|2018-11-07|1
Indometacin 50mg capsules|2018-11-07|2018-11-07|1
Indometacin 75mg modified-release capsules|2018-11-07|2018-11-07|1
Indoramin 20mg tablets|2018-11-07|2018-11-07|1
Indoramin 25mg tablets|2018-11-07|2018-11-07|1
Indwelling pleural catheter drainage systems|2018-11-07|2018-11-07|1
Infliximab 100mg powder for solution for infusion vials|2018-11-07|2018-11-07|1
Influenza vaccine (live attenuated) nasal suspension 0.2ml unit dose|2018-11-07|2018-11-07|1
Influenza vaccine (split virion, inactivated) suspension for injection 0.5ml pre-filled syringes|2018-11-07|2018-11-07|1
Influenza vaccine (surface antigen, inactivated) suspension for injection 0.5ml pre-filled syringes|2018-11-07|2018-11-07|1
Ingenol mebutate 150micrograms/g gel|2018-11-07|2018-11-07|1
Ingenol mebutate 500micrograms/g gel|2018-11-07|2018-11-07|1
Inosine acedoben dimepranol 500mg tablets|2018-11-07|2018-11-07|1
Inositol nicotinate 500mg tablets|2018-11-07|2018-11-07|1
Inositol nicotinate 750mg tablets|2018-11-07|2018-11-07|1
Inspiratory muscle training device|2018-11-07|2018-11-07|1
Insulin aspart 100units/ml solution for injection 1.6ml cartridges|2018-11-07|2018-11-07|1
Insulin aspart 100units/ml solution for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin aspart 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin aspart 100units/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin aspart biphasic 30/70 100units/ml suspension for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin aspart biphasic 30/70 100units/ml suspension for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin degludec 100units/ml / Liraglutide 3.6mg/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin degludec 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin degludec 100units/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin degludec 200units/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin detemir 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin detemir 100units/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
Insulin glargine 100units/ml solution for injection 10ml vials|2018-11-07|2018-11-07|1
Insulin glargine 100units/ml solution for injection 3ml cartridges|2018-11-07|2018-11-07|1
Insulin glargine 100units/ml solution for injection 3ml pre-filled disposable devices|2018-11-07|2018-11-07|1
